ident;iso_country;iata_code
KTBN;US;TBN
HTTB;TZ;TBO
SPME;PE;TBP
TBQ;PG;TBQ
KTBR;US;TBR
UGTB;GE;TBS
SBTT;BR;TBT
NFTF;TO;TBU
TBV;MH;TBV
UUOT;RU;TBW
FBTS;BW;TBY
OITT;IR;TBZ
YTNK;AU;TCA
MYAT;BS;TCB
KTCC;US;TCC
CO-TCD;CO;TCD
LRTC;RO;TCE
ZWTC;CN;TCG
FOOT;GA;TCH
AYVM;PG;TCJ
TCK;PG;TCK
KTCL;US;TCL
KTCM;US;TCM
MMHC;MX;TCN
SKCO;CO;TCO
HETB;EG;TCP
SPTN;PE;TCQ
VO80;IN;TCR
KTCS;US;TCS
TCT;US;TCT
FATN;ZA;TCU
YTOC;AU;TCW
OIMT;IR;TCX
FYTE;NA;TCY
ZUTC;CN;TCZ
SKTD;CO;TDA
TDB;PG;TDB
SLTR;BO;TDD
RPMW;PH;TDG
HDTJ;DJ;TDJ
KZ-0016;KZ;TDK
SAZT;AR;TDL
YTHD;AU;TDN
KTDO;US;TDO
SPDR;PE;TDP
YTDR;AU;TDR
TDS;PG;TDS
ZA-0072;ZA;TDT
FMSN;MG;TDV
KTDW;US;TDW
VTBO;TH;TDX
KTDZ;US;TDZ
MHTE;HN;TEA
KTEB;US;TEB
SBTL;BR;TEC
EKTS;DK;TED
DABS;DZ;TEE
YTEF;AU;TEF
DFET;BF;TEG
IN-TEI;IN;TEI
7KA;US;TEK
WBKE;MY;TEL
YTEM;AU;TEM
ZUTR;CN;TEN
TEO;PG;TEO
AYTP;PG;TEP
LTBU;TR;TEQ
LPLA;PT;TER
HHTS;ER;TES
FQTT;MZ;TET
NZMO;NZ;TEU
LETL;ES;TEV
KTEX;US;TEX
BITE;IS;TEY
VETZ;IN;TEZ
TFB;PG;TFB
SBTF;BR;TFF
PG-TFI;PG;TFI
SNTO;BR;TFL
PG-TFM;PG;TFM
GCXO;ES;TFN
GCTS;ES;TFS
OPTT;PK;TFT
TFY;MA;TFY
WSAT;SG;TGA
WBGT;MY;TGC
LYPG;ME;TGD
AL73;US;TGE
WMKN;MY;TGG
NVST;VU;TGH
SPGM;PE;TGI
NWWA;NC;TGJ
URRT;RU;TGK
TGL;PG;TGL
LRTM;RO;TGM
YLTV;AU;TGN
ZBTL;CN;TGO
UNIP;RU;TGP
SWTS;BR;TGQ
DAUK;DZ;TGR
MZ-TGS;MZ;TGS
HTTG;TZ;TGT
MHTG;HN;TGU
LBTG;BG;TGV
MMTG;MX;TGZ
KTHA;US;THA
FXTA;LS;THB
GLTN;LR;THC
VVTX;VN;THD
SBTE;BR;THE
YTNG;AU;THG
NZTS;NZ;THH
GQNC;MR;THI
VLTK;LA;THK
VYTL;MM;THL
KTHM;US;THM
ESGT;SE;THN
BITN;IS;THO
KHSG;US;THP
CN-0130;CN;THQ
OIII;IR;THR
VTPO;TH;THS
GQNT;MR;THT
BGTL;GL;THU
KTHV;US;THV
THW;LK;THW
UOTT;RU;THX
FATH;ZA;THY
DRRT;NE;THZ
LATI;AL;TIA
SKTB;CO;TIB
MH-TIC;MH;TIC
DAOB;DZ;TID
HATP;ET;TIE
OETF;SA;TIF
NTGC;PF;TIH
OATN;AF;TII
MMTJ;MX;TIJ
KTIK;US;TIK
CFQ4;CA;TIL
WABP;ID;TIM
DAOF;DZ;TIN
VYHN;MM;TIO
HLLT;LY;TIP
PGWT;MP;TIQ
VOTP;IN;TIR
NZTU;NZ;TIU
LYTV;ME;TIV
KTIW;US;TIW
KTIX;US;TIX
GQND;MR;TIY
AYTA;PG;TIZ
SLTJ;BO;TJA
WIBT;ID;TJB
TJC;PA;TJC
WAON;ID;TJG
RJBT;JP;TJH
MHTJ;HN;TJI
LTAW;TR;TJK
SSTL;BR;TJL
USTR;RU;TJM
NTKM;PF;TJN
WIOD;ID;TJQ
WALG;ID;TJS
UTDK;TJ;TJU
VOTJ;IN;TJV
PATK;US;TKA
AYTZ;PG;TKB
FKKC;CM;TKC
DGTK;GH;TKD
TKE;US;TKE
KTRK;US;TKF
WIAT;ID;TKG
VTPI;TH;TKH
57A;US;TKI
PFTO;US;TKJ
PTKK;FM;TKK
TKL;US;TKL
GT-0006;GT;TKM
RJKN;JP;TKN
FXTK;LS;TKO
NTGT;PF;TKP
HTKA;TZ;TKQ
VGSG;BD;TKR
RJOS;JP;TKS
VTPT;TH;TKT
EFTU;FI;TKU
NTGO;PF;TKV
AYTN;PG;TKW
NTKR;PF;TKX
YTKY;AU;TKY
NZTO;NZ;TKZ
PATE;US;TLA
OPTA;PK;TLB
MMTO;MX;TLC
FBTL;BW;TLD
FMST;MG;TLE
2K5;US;TLF
KTLH;US;TLH
WAMI;ID;TLI
PATL;US;TLJ
UECT;RU;TLK
EETN;EE;TLL
DAON;DZ;TLM
LFTH;FR;TLN
PG-TLO;PG;TLO
TLP;PG;TLP
ZWTP;CN;TLQ
KTLR;US;TLR
LFBO;FR;TLS
TLT;US;TLT
SKTL;CO;TLU
LLBG;IL;TLV
AYVL;PG;TLW
SCTL;CL;TLX
UHWP;RU;TLY
SWKT;BR;TLZ
KTMA;US;TMA
KTMB;US;TMB
WADT;ID;TMC
GQNH;MR;TMD
SKTM;CO;TME
VRNT;MV;TMF
WBKM;MY;TMG
WAKT;ID;TMH
VNTR;NP;TMI
UTST;UZ;TMJ
DGLE;GH;TML
FMMT;MG;TMM
NGTM;KI;TMN
SVTM;VE;TMO
EFTP;FI;TMP
DFEM;BF;TMQ
DAAT;DZ;TMR
FPST;ST;TMS
SBTB;BR;TMT
MRTR;CR;TMU
YSTW;AU;TMW
DAUT;DZ;TMX
ID-TMY;ID;TMY
NZTH;NZ;TMZ
ZSJN;CN;TNA
WRLH;ID;TNB
PATC;US;TNC
MUTD;CU;TND
RJFG;JP;TNE
LFPN;FR;TNF
GMTT;MA;TNG
ZYTN;CN;TNH
VIST;IN;TNI
WIDN;ID;TNJ
4KA;US;TNK
SCRM;AQ;TNM
RCNN;TW;TNN
MRTM;CR;TNO
KTNP;US;TNP
PLWN;KI;TNQ
FMMI;MG;TNR
CBX5;CA;TNS
KTNT;US;TNT
KTNU;US;TNU
PLFA;KI;TNV
TNW;EC;TNW
VDST;KH;TNX
ZMTL;MN;TNZ
KTOA;US;TOA
HLGN;LY;TOB
KTOC;US;TOC
WMBT;MY;TOD
DTTZ;TN;TOE
UNTT;RU;TOF
PATG;US;TOG
NVSD;VU;TOH
KTOI;US;TOI
LETO;ES;TOJ
TOK;PG;TOK
KTOL;US;TOL
GATB;ML;TOM
AYVO;PG;TON
MRSV;CR;TOO
KTOP;US;TOP
SCBE;CL;TOQ
KTOR;US;TOR
ENTC;NO;TOS
SMCO;SR;TOT
NWWU;NC;TOU
SBTD;BR;TOW
USTO;RU;TOX
RJNT;JP;TOY
DITN;CI;TOZ
KTPA;US;TPA
SETR;EC;TPC
RCTP;TW;TPE
KTPF;US;TPF
WMBI;MY;TPG
KTPH;US;TPH
AYTI;PG;TPI
VNTJ;NP;TPJ
WITA;ID;TPK
KTPL;US;TPL
SETI;EC;TPN
SPST;PE;TPP
MMEP;MX;TPQ
AU-TPR;AU;TPR
LICT;IT;TPS
TPT;LR;TPT
VNTP;NP;TPU
NTTU;PF;TPX
ORAT;IQ;TQD
USDS;RU;TQL
OATQ;AF;TQN
YTEE;AU;TQP
WA44;ID;TQQ
SKTQ;CO;TQS
CTR7;CA;TR7
RORT;JP;TRA
SKTU;CO;TRB
MMTC;MX;TRC
ENVA;NO;TRD
EGPU;GB;TRE
ENTO;NO;TRF
NZTG;NZ;TRG
KL72;US;TRH
KTRI;US;TRI
AYTT;PG;TRJ
WALR;ID;TRK
KTRL;US;TRL
KTRM;US;TRM
LIMF;IT;TRN
YTRE;AU;TRO
SBTK;BR;TRQ
VCCT;LK;TRR
LIPQ;IT;TRS
SPRU;PE;TRU
VOTV;IN;TRV
NGTA;KI;TRW
HUTO;UG;TRY
VOTR;IN;TRZ
RCSS;TW;TSA
FYTM;NA;TSB
SETH;EC;TSC
ZA-0098;ZA;TSD
UACC;KZ;TSE
LIPH;IT;TSF
TSG;US;TSG
FZUK;CD;TSH
TSI;PG;TSI
RJDT;JP;TSJ
MMTN;MX;TSL
KSKX;US;TSM
ZBTJ;CN;TSN
KTSP;US;TSP
SBTR;BR;TSQ
LRTR;RO;TSR
VTST;TH;TST
NGTS;KI;TSU
YBTL;AU;TSV
AYTS;PG;TSW
WALT;ID;TSX
WICM;ID;TSY
ZMTG;MN;TSZ
GMAT;MA;TTA
LIET;IT;TTB
SCTT;CL;TTC
KTTD;US;TTD
WAMT;ID;TTE
SAST;AR;TTG
OOTH;OM;TTH
NTTE;PF;TTI
RJOR;JP;TTJ
NFUL;FJ;TTL
KTTN;US;TTN
KBTN;US;TTO
MRAO;CR;TTQ
WAWT;ID;TTR
FMNT;MG;TTS
RCFN;TW;TTT
GMTN;MA;TTU
TTW;LK;TTW
YTST;AU;TTX
SETU;EC;TUA
NTAT;PF;TUB
SANT;AR;TUC
GOTT;SN;TUD
TUE;PA;TUE
LFOT;FR;TUF
RPUT;PH;TUG
KAYX;US;TUH
OETR;SA;TUI
TUJ;ET;TUJ
OPTU;PK;TUK
KTUL;US;TUL
YTMU;AU;TUM
DTTA;TN;TUN
NZAP;NZ;TUO
KTUP;US;TUP
DFOT;BF;TUQ
SBTU;BR;TUR
KTUS;US;TUS
OETB;SA;TUU
SVTC;VE;TUV
CBX7;CA;TUX
MX-TUY;MX;TUY
FMMR;MG;TVA
KTVC;US;TVC
KTVF;US;TVF
KTVI;US;TVI
KTVL;US;TVL
CN-0005;CN;TVS
NFNM;FJ;TVU
VYDW;MM;TVY
A63;US;TWA
YTWB;AU;TWB
K0S9;US;TWD
AK49;US;TWE
KTWF;US;TWF
TWH;US;TWH
AU-TWP;AU;TWP
RPMN;PH;TWT
WBKW;MY;TWU
AYTW;PG;TWY
NZUK;NZ;TWZ
SNTF;BR;TXF
RCLG;TW;TXG
KTXK;US;TXK
EDDT;DE;TXL
WAST;ID;TXM
ZSTX;CN;TXN
YTNB;AU;TXR
DITB;CI;TXU
UUWV;RU;TYA
YTIB;AU;TYB
UHBW;RU;TYD
TYE;US;TYE
ESST;SE;TYF
YTHY;AU;TYG
SPYL;PE;TYL
MYES;BS;TYM
ZBYN;CN;TYN
YTMY;AU;TYP
KTYR;US;TYR
KTYS;US;TYS
SUTR;UY;TYT
KTYL;US;TYZ
BZ-TZA;BZ;TZA
KCFS;US;TZC
LQTZ;BA;TZL
MM72;MX;TZM
LHTA;HU;TZR
LTCG;TR;TZX
LTAG;TR;UAB
MX-UAC;MX;UAC
UAE;PG;UAE
NTMU;PF;UAH
WPDB;TL;UAI
BGBW;GL;UAK
FNUA;AO;UAL
PGUA;GU;UAM
NTMP;PF;UAP
SANU;AR;UAQ
GMFB;MA;UAR
HKSB;KE;UAS
GT-0007;GT;UAX
SBUR;BR;UBA
YMAA;AU;UBB
UBI;PG;UBI
RJDC;JP;UBJ
VTUU;TH;UBP
WAJU;ID;UBR
KUBS;US;UBS
SDUB;BR;UBT
YKAL;AU;UBU
ZBUC;CN;UCB
NV11;US;UCC
K4R7;US;UCE
UKLC;UA;UCK
GLBU;LR;UCN
UUYH;RU;UCT
KUCY;US;UCY
SPIZ;PE;UCZ
YUDA;AU;UDA
KUDD;US;UDD
SBUL;BR;UDI
UKLU;UA;UDJ
LIPD;IT;UDN
VAUD;IN;UDR
YQNS;AU;UEE
FQQL;MZ;UEL
USDU;RU;UEN
ROKJ;JP;UEO
KUES;US;UES
OPQT;PK;UET
UWUU;RU;UFA
ZMBN;MN;UGA
UGB;US;UGB
UTNU;UZ;UGC
WSJ;US;UGI
KUGN;US;UGN
FNUG;AO;UGO
9A8;US;UGS
ZMBR;MN;UGT
ID-ZGP;ID;UGU
LKKU;CZ;UHE
SKUI;CO;UIB
VVPC;VN;UIH
MHUT;HN;UII
UIBS;RU;UIK
KUIL;US;UIL
KUIN;US;UIN
SEQM;EC;UIO
LFRQ;FR;UIP
NVVQ;VU;UIQ
YQDI;AU;UIR
MH-UIT;MH;UIT
UJAP;MH;UJE
UJN;KR;UJN
HKUK;KE;UKA
RJBE;JP;UKB
UEBT;RU;UKG
UKH;OM;UKH
KUKI;US;UKI
UASK;KZ;UKK
Y01;US;UKN
OYMS;YE;UKR
UKFB;UA;UKS
KUKT;US;UKT
PG-UKU;PG;UKU
UITT;RU;UKX
SAWJ;AR;ULA
NVSU;VU;ULB
FAUL;ZA;ULD
PG-ULE;PG;ULE
ZMUL;MN;ULG
MN-ULG;MN;ULG
ULH;SA;ULH
FM-ULI;FM;ULI
UERL;RU;ULK
KULM;US;ULM
ZMUB;MN;ULN
ZMUG;MN;ULO
YQLP;AU;ULP
SKUL;CO;ULQ
HUGU;UG;ULU
UWLL;RU;ULV
ZA-0069;ZA;ULX
UWLW;RU;ULY
ZMDN;MN;ULZ
MUMA;CU;UMA
AYUC;PG;UMC
ESNU;SE;UME
SPIL;PE;UMI
PAST;US;UMM
YPWR;AU;UMR
UEMU;RU;UMS
PAUM;US;UMT
SSUM;BR;UMU
UKHS;UA;UMY
SBTC;BR;UNA
SK-197;CO;UNC
OAUZ;AF;UND
FXQN;LS;UNE
AYKI;PG;UNG
TVSU;VC;UNI
PAUN;US;UNK
VTSR;TH;UNN
ZUMH;MN;UNR
EGPW;GB;UNT
KUNU;US;UNU
NTTX;PF;UOA
WAMY;ID;UOL
KUOS;US;UOS
KUOX;US;UOX
MUPB;CU;UPB
WAAA;ID;UPG
MRUP;CR;UPL
MMPN;MX;UPN
PHUP;US;UPP
AYUR;PG;UPR
EGDJ;GB;UPV
UARR;KZ;URA
ZWWW;CN;URC
EDQE;DE;URD
EEKE;EE;URE
SBUG;BR;URG
SK-354;CO;URI
USHU;RU;URJ
SVUM;VE;URM
OAOG;AF;URN
LFOP;FR;URO
SKUR;CO;URR
UUOK;RU;URS
VTSB;TH;URT
AYUE;PG;URU
OEGT;SA;URY
AF10;AF;URZ
KJQF;US;USA
SAWH;AR;USH
SYMB;GY;USI
UUYS;RU;USK
YUSL;AU;USL
VTSM;TH;USM
RKPU;KR;USN
LTBO;TR;USQ
UEMT;RU;USR
MUSS;CU;USS
KSGJ;US;UST
RPVV;PH;USU
FVMU;ZW;UTA
YMTB;AU;UTB
YNUT;AU;UTD
FABU;ZA;UTE
FXQG;LS;UTG
VTUD;TH;UTH
EFUT;FI;UTI
03N;MH;UTK
KUTA;US;UTM
FAUP;ZA;UTN
PAIM;US;UTO
VTBU;TH;UTP
VTPU;TH;UTR
UUYX;RU;UTS
FAUT;ZA;UTT
UTU;PA;UTU
FAQT;ZA;UTW
UWKB;RU;UUA
UIUU;RU;UUD
PAKU;US;UUK
ZMBU;MN;UUN
UHSS;RU;UUS
UUU;PG;UUU
KUVA;US;UVA
NWWV;NC;UVE
TLPL;LC;UVF
HEKG;EG;UVL
AYUZ;PG;UVO
MA53;US;UWA
HSNN;SD;UYL
ZLYL;CN;UYN
SLUY;BO;UYU
UZM;CA;UZM
UZR;KZ;UZR
SATU;AR;UZU
EFVA;FI;VAA
EDWU;DE;VAC
KVAD;US;VAD
LFLU;FR;VAF
SBVG;BR;VAG
SLVG;BO;VAH
AYVN;PG;VAI
PAVA;US;VAK
SNVB;BR;VAL
VRMV;MV;VAM
LTCI;TR;VAN
AGGV;SB;VAO
SCRD;CL;VAP
LBWN;BG;VAR
LTAR;TR;VAS
FMMY;MG;VAT
NFNV;FJ;VAU
NFTV;TO;VAV
ENSS;NO;VAW
VYAN;MM;VBA
KVBG;US;VBG
VYBP;MM;VBP
LIPO;IT;VBS
NFVB;FJ;VBV
ESSV;SE;VBY
VVCT;VN;VCA
YVRD;AU;VCD
LIPZ;IT;VCE
AR-0017;AR;VCF
SUVO;UY;VCH
VVCA;VN;VCL
SBKP;BR;VCP
SVCO;VE;VCR
VVCS;VN;VCS
KVCT;US;VCT
KVCV;US;VCV
LLOV;IL;VDA
ENFG;NO;VDB
SBQV;BR;VDC
GCHI;ES;VDE
VN-0001;VN;VDH
KVDI;US;VDI
SAVV;AR;VDM
SVVP;VE;VDP
SAOD;AR;VDR
ENVD;NO;VDS
IN-0070;IN;VDY
PAVD;US;VDZ
PAVE;US;VEE
KVEL;US;VEL
MMVR;MX;VER
AGBA;SB;VEV
KD60;US;VEX
BIVM;IS;VEY
FVFA;ZW;VFA
VOBZ;IN;VGA
ULWW;RU;VGD
LEVX;ES;VGO
AR-0010;AR;VGS
KVGT;US;VGT
SKVG;CO;VGZ
FNSA;AO;VHC
ESNV;SE;VHM
KVHN;US;VHN
UENI;RU;VHV
LFLV;FR;VHY
NTUV;PF;VHZ
SSVI;BR;VIA
LOWW;AT;VIE
SVVG;VE;VIG
KVIH;US;VIH
VVVH;VN;VII
TUPW;VG;VIJ
GMMH;EH;VIL
UKWW;UA;VIN
WPVQ;TL;VIQ
FAVG;ZA;VIR
KVIS;US;VIS
LEVT;ES;VIT
SB-VIU;SB;VIU
VIV;PG;VIV
SBVT;BR;VIX
LFPV;FR;VIY
FQXA;MZ;VJB
KVJI;US;VJI
VJQ;MZ;VJQ
VVRG;VN;VKG
UUWW;RU;VKO
KVKS;US;VKS
UUYW;RU;VKT
KVLA;US;VLA
LEVC;ES;VLC
KVLD;US;VLD
K40G;US;VLE
SAZV;AR;VLG
NVVV;VU;VLI
LEVD;ES;VLL
SLVM;BO;VLM
SVVA;VE;VLN
SWVC;BR;VLP
SCLL;CL;VLR
NVSV;VU;VLS
ULOL;RU;VLU
SVVL;VE;VLV
EGOV;GB;VLY
SAOR;AR;VME
VMI;PY;VMI
PG-VMU;PG;VMU
VLSV;LA;VNA
KVNC;US;VNC
FMSU;MG;VND
LFRV;FR;VNE
EYVI;LT;VNO
YVRS;AU;VNR
VIBN;IN;VNS
EVVA;LV;VNT
FQVL;MZ;VNX
KVNY;US;VNY
LKVO;CZ;VOD
URWW;RU;VOG
FMNV;MG;VOH
GLVA;LR;VOI
KVOK;US;VOK
LGBL;GR;VOL
SDVG;BR;VOT
UUOO;RU;VOZ
FNGI;AO;VPE
KE-0069;KE;VPG
BIVO;IS;VPN
KVPS;US;VPS
FQCH;MZ;VPY
KVPZ;US;VPZ
KVQQ;US;VQQ
TJVQ;PR;VQS
MUVR;CU;VRA
KVRB;US;VRB
RPUV;PH;VRC
FAVR;ZA;VRE
ULDW;RU;VRI
EFVR;FI;VRK
LPVR;PT;VRL
LIPX;IT;VRN
MUKW;CU;VRO
3VS;US;VRS
FAVB;ZA;VRU
MMVA;MX;VSA
LPVZ;PT;VSE
KVSF;US;VSF
UKCW;UA;VSG
KS98;US;VSK
ESOW;SE;VST
UMII;BY;VTB
VLVT;LA;VTE
NFVL;FJ;VTF
VVVT;VN;VTG
LLNV;IL;VTM
KVTN;US;VTN
MUVT;CU;VTU
VEVZ;IN;VTZ
SKVP;CO;VUP
RU-VUS;RU;VUS
VUU;MW;VUU
FMMH;MG;VVB
SKVV;CO;VVC
SLVR;BO;VVI
ESSW;SE;VVK
VVN;PE;VVN
UHWW;RU;VVO
DAAP;DZ;VVZ
FQLC;MZ;VXC
GVSV;CV;VXE
ESMX;SE;VXO
FAVY;ZA;VYD
UENW;RU;VYI
KVYS;US;VYS
PAIW;US;WAA
HAWC;ET;WAC
WAD;MG;WAD
OEWD;SA;WAE
OPWN;PK;WAF
NZWU;NZ;WAG
KBWP;US;WAH
FMNW;MG;WAI
AYWF;PG;WAJ
FMSZ;MG;WAK
KWAL;US;WAL
FMMZ;MG;WAM
WAN;AU;WAN
AYWB;PG;WAO
SCAP;CL;WAP
FMMG;MG;WAQ
WAJR;ID;WAR
EIWF;IE;WAT
YWAV;AU;WAV
EPWA;PL;WAW
HLZW;LY;WAX
KWAY;US;WAY
YWCK;AU;WAZ
WAPV;ID;WBA
WBB;US;WBB
WBC;PG;WBC
FMNF;MG;WBD
ETNS;DE;WBG
AYWD;PG;WBM
FMSB;MG;WBO
PAWB;US;WBQ
KRQB;US;WBR
KBDU;US;WBU
KWBW;US;WBW
SCST;CL;WCA
SCTN;CL;WCH
PALR;US;WCR
YE-WDA;YE;WDA
KWDG;US;WDG
FYWH;NA;WDH
YWND;AU;WDI
90WA;US;WDN
KWDR;US;WDR
ZHSY;CN;WDS
WEA;US;WEA
WED;PG;WED
ZSWF;CN;WEF
ZSWH;CN;WEH
YBWP;AU;WEI
AYXW;PG;WEP
WABG;ID;WET
YWWA;AU;WEW
5KE;US;WFB
FMSF;MG;WFI
KFVE;US;WFK
YSWG;AU;WGA
OPBR;PK;WGB
VOWA;IN;WGC
YWLG;AU;WGE
ZGSY;CN;WGN
KOKV;US;WGO
WADW;ID;WGP
YWGT;AU;WGT
4Z7;US;WHD
HSSW;SD;WHF
NZWK;NZ;WHK
WHL;AU;WHL
NZFJ;NZ;WHO
KWHP;US;WHP
EGEH;GB;WHS
KARM;US;WHT
ZSWU;CN;WHU
KF05;US;WIB
EGPC;GB;WIC
ETOU;DE;WIE
NZKE;NZ;WIK
HKNW;KE;WIL
YWTN;AU;WIN
YWCA;AU;WIO
NZWO;NZ;WIR
YWIT;AU;WIT
AYIX;PG;WIU
MH-WJA;MH;WJA
KWJF;US;WJF
HKWJ;KE;WJR
RKNW;KR;WJU
NZWF;NZ;WKA
YWKB;AU;WKB
FAWK;ZA;WKF
FVWT;ZW;WKI
RJCW;JP;WKJ
5A8;US;WKK
AYWQ;PG;WKN
MYAW;BS;WKR
YWAL;AU;WLA
YWCH;AU;WLC
KWLD;US;WLD
YMLS;AU;WLE
NZWN;NZ;WLG
NVSW;VU;WLH
PASK;US;WLK
YWOR;AU;WLL
YWTL;AU;WLO
YANG;AU;WLP
13Z;US;WLR
NLWW;WF;WLS
KWLW;US;WLW
FMNX;MG;WMA
YWBL;AU;WMB
KWMC;US;WMC
FMSC;MG;WMD
YMNE;AU;WME
KBPK;US;WMH
EPMO;PL;WMI
84K;US;WMK
FMMC;MG;WML
FMNR;MG;WMN
PAWM;US;WMO
FMNP;MG;WMP
FMNC;MG;WMR
ZUMT;CN;WMT
WAJW;ID;WMX
PANA;US;WNA
YWDA;AU;WND
ZPWS;CN;WNH
CKL3;CA;WNN
RPUN;PH;WNP
YWDH;AU;WNR
OPNH;PK;WNS
WNU;PG;WNU
ZSWZ;CN;WNZ
AYWO;PG;WOA
EHWO;NL;WOE
VE-0209;VE;WOK
YWOL;AU;WOL
YWDL;AU;WON
ZKWS;KP;WOS
RCWA;TW;WOT
PAUO;US;WOW
SCAS;CL;WPA
FMNG;MG;WPB
CZPC;CA;WPC
YWMP;AU;WPK
CAQ8;CA;WPL
PG-WPM;PG;WPM
K7V2;US;WPO
SCFM;CL;WPR
SCGZ;CL;WPU
HAWR;ET;WRA
KWRB;US;WRB
NZWR;NZ;WRE
PAWG;US;WRG
KWRI;US;WRI
KWRL;US;WRL
YWDG;AU;WRN
EPWR;PL;WRO
EGNO;GB;WRT
YWWG;AU;WRW
EGEW;GB;WRY
VCCW;LK;WRZ
WSA;PG;WSA
WSB;US;WSB
KWSD;US;WSD
KAFJ;US;WSG
KHWV;US;WSH
WSM;US;WSM
PFWS;US;WSN
GY-WSO;SR;WSO
MNWP;NI;WSP
WASW;ID;WSR
KWST;US;WST
AYWS;PG;WSU
WA83;US;WSX
YWHI;AU;WSY
NZWS;NZ;WSZ
FMMU;MG;WTA
YBWW;AU;WTB
MYGW;BS;WTD
MH-WTE;MH;WTE
PAWN;US;WTK
A61;US;WTL
EGXW;GB;WTN
MH-WTO;MH;WTO
AYWT;PG;WTP
KE24;US;WTR
FMMX;MG;WTS
WTT;PG;WTT
NZWT;NZ;WTZ
ZBUH;CN;WUA
YWUD;AU;WUD
AYWU;PG;WUG
ZHHH;CN;WUH
YMMI;AU;WUI
AYZM;PG;WUM
YWLU;AU;WUN
ZSWY;CN;WUS
ZBXZ;CN;WUT
HSWW;SS;WUU
WUV;PG;WUV
ZSWX;CN;WUX
ZGWZ;CN;WUZ
FYWB;NA;WVB
KWVI;US;WVI
FMSK;MG;WVK
KWVL;US;WVL
EDWI;DE;WVN
PAWS;US;WWA
KWWD;US;WWD
YWWI;AU;WWI
AYWK;PG;WWK
96Z;US;WWP
KWWR;US;WWR
PAEW;US;WWT
YWWL;AU;WWY
ZUWX;CN;WXN
YWHA;AU;WYA
78K;US;WYB
GFYE;SL;WYE
YWYM;AU;WYN
KWYS;US;WYS
WZQ;CN;WZQ
LFOI;FR;XAB
MX-XAL;MX;XAL
SBCH;BR;XAP
DFOY;BF;XAR
SOOS;GF;XAU
XBB;CA;XBB
CNE3;CA;XBE
DFEB;BF;XBG
OIMB;IR;XBJ
XBN;PG;XBN
DFEA;BF;XBO
CNL3;CA;XBR
LFPD;FR;XBX
YPXM;CX;XCH
CJS3;CA;XCL
CYCK;CA;XCM
YOLA;AU;XCO
LFOK;FR;XCR
LFQV;FR;XCZ
LFBY;FR;XDA
DFOU;BF;XDE
DFCJ;BF;XDJ
CN-0104;CN;XEN
KC02;US;XES
ZHXF;CN;XFN
EDHI;DE;XFW
DFOG;BF;XGA
DFEG;BF;XGG
FNXA;AO;XGN
CYLU;CA;XGR
ZUXC;CN;XIC
VLXL;LA;XIE
XIG;BR;XIG
OKAJ;KW;XIJ
ZBXH;CN;XIL
ZGXN;CN;XIN
ZLXY;CN;XIY
OTBH;QA;XJD
OPMA;PK;XJM
DFEL;BF;XKA
VLXK;LA;XKH
CYAQ;CA;XKS
DFCA;BF;XKY
CZWH;CA;XLB
GOSS;SN;XLS
DFCL;BF;XLU
XMA;PH;XMA
YMCO;AU;XMC
KMDS;US;XMD
LFQJ;FR;XME
VNMN;NP;XMG
NTGI;PF;XMH
HTMI;TZ;XMI
YMIN;AU;XML
ZSAM;CN;XMN
CFC4;CA;XMP
SEMC;EC;XMS
LFDB;FR;XMW
YYMI;AU;XMY
KXNA;US;XNA
ZLXN;CN;XNN
ZBXT;CN;XNT
DFON;BF;XNU
LFMO;FR;XOG
DFEP;BF;XPA
CZFG;CA;XPK
MHSC;HN;XPL
CZNG;CA;XPP
KIEN;US;XPR
ORBD;IQ;XQC
MRQP;CR;XQP
CAT4;CA;XQU
YSRI;AU;XRH
CYDM;CA;XRR
LEJR;ES;XRY
OMBY;AE;XSB
MBSC;TC;XSC
KTNX;US;XSD
DFES;BF;XSE
CZSN;CA;XSI
PRNO;PH;XSO
WSSL;SG;XSP
YTGM;AU;XTG
CYBQ;CA;XTL
YTAM;AU;XTO
YTAA;AU;XTR
ZSXZ;CN;XUZ
XVL;VN;XVL
LFAV;FR;XVS
OERY;SA;XXN
AGGY;SB;XYA
VYYE;MM;XYE
AYED;PG;XYR
DFEZ;BF;XZA
CAJ4;CA;YAA
CYAB;CA;YAB
CYAC;CA;YAC
CYAG;CA;YAG
CYAH;CA;YAH
SCCH;CL;YAI
YAJ;CA;YAJ
PAYA;US;YAK
CYAL;CA;YAL
CYAM;CA;YAM
FZIR;CD;YAN
FKKY;CM;YAO
PTYA;FM;YAP
YAQ;CA;YAQ
CYAD;CA;YAR
NFSW;FJ;YAS
CYAT;CA;YAT
CTP9;CA;YAU
CKB6;CA;YAX
CYAY;CA;YAY
CYAZ;CA;YAZ
CYBA;CA;YBA
CYBB;CA;YBB
CYBC;CA;YBC
CYBE;CA;YBE
CAE9;CA;YBF
CYBG;CA;YBG
YBH;CA;YBH
CCE4;CA;YBI
YBJ;CA;YBJ
CYBK;CA;YBK
CYBL;CA;YBL
CBW4;CA;YBO
ZUYB;CN;YBP
YBQ;CA;YBQ
CYBR;CA;YBR
CKM8;CA;YBS
CYBT;CA;YBT
CYBV;CA;YBV
CAB3;CA;YBW
CYBX;CA;YBX
CYBF;CA;YBY
CAH3;CA;YCA
CYCB;CA;YCB
