ident;iso_country;iata_code
ETHF;DE;FRZ
LFKF;FR;FSC
KFSD;US;FSD
KFSI;US;FSI
KFSK;US;FSK
FSL;AU;FSL
KFSM;US;FSM
LFVP;PM;FSP
EGQK;GB;FSS
KFST;US;FST
KFSU;US;FSU
rjns;JP;FSZ
NVVF;VU;FTA
SAWC;AR;FTE
NSFQ;AS;FTI
KFTK;US;FTK
FMSD;MG;FTU
KFTW;US;FTW
FCOO;CG;FTX
KFTY;US;FTY
FUB;PG;FUB
GCFV;ES;FUE
ZSFY;CN;FUG
RJFE;JP;FUJ
RJFF;JP;FUK
KFUL;US;FUL
AYFU;PG;FUM
NGFU;TV;FUN
CN-0061;CN;FUO
NLWF;WF;FUT
YFLO;AU;FVL
VRMF;MV;FVM
YFRV;AU;FVR
KFWA;US;FWA
KNFW;US;FWH
PAFW;US;FWL
KFXE;US;FXE
FQCB;MZ;FXO
KFXY;US;FXY
ZYFY;CN;FYJ
KFYM;US;FYM
ZWFY;CN;FYN
FTTY;TD;FYT
PFYU;US;FYU
KFYV;US;FYV
GAB;US;GAB
MHGS;HN;GAC
KGAD;US;GAD
DTTG;TN;GAE
DTTF;TN;GAF
KGAG;US;GAG
YGAY;AU;GAH
KGAI;US;GAI
RJSC;JP;GAJ
PAGA;US;GAL
PAGM;US;GAM
VRMG;MV;GAN
MUGT;CU;GAO
AYGP;PG;GAP
GAGO;ML;GAQ
PG-0009;PG;GAR
HKGA;KE;GAS
LFNA;FR;GAT
VEGT;IN;GAU
ID-GAV;ID;GAV
VYGG;MM;GAW
GA-GAX;GA;GAX
VEGY;IN;GAY
GAZ;PG;GAZ
EGBP;GB;GBA
UBBQ;AZ;GBB
AYGS;PG;GBC
KGBD;US;GBD
FBSK;BW;GBE
AYNE;PG;GBF
KGBG;US;GBG
PAGB;US;GBH
MYGM;BS;GBI
TFFM;GP;GBJ
GFGK;SL;GBK
YGBI;AU;GBL
GBM;SO;GBM
YGAM;AU;GBP
KGBR;US;GBR
OING;IR;GBT
HSKG;SD;GBU
YGIB;AU;GBV
YGIA;AU;GBW
NZGB;NZ;GBZ
SK-236;CO;GCA
KGCC;US;GCC
K3W7;US;GCD
OIAH;IR;GCH
EGJB;GG;GCI
FAGC;ZA;GCJ
KGCK;US;GCK
MWCR;KY;GCM
KGCN;US;GCN
1Z1;US;GCT
GCV;BR;GCV
K1G4;US;GCW
KGCY;US;GCY
KGYH;US;GDC
YGDN;AU;GDD
HAGO;ET;GDE
UHBI;RU;GDG
3Z8;US;GDH
FEGL;CF;GDI
FZWC;CD;GDJ
MMGL;MX;GDL
KGDM;US;GDM
EPGD;PL;GDN
SVGD;VE;GDO
SNGD;BR;GDP
HAGN;ET;GDQ
MBGT;TC;GDT
KGDV;US;GDV
KGDW;US;GDW
UHMM;RU;GDX
URKG;RU;GDZ
NWWM;NC;GEA
WAMJ;ID;GEB
CY-0002;CY;GEC
KGED;US;GED
YGTO;AU;GEE
AGEV;SB;GEF
KGEG;US;GEG
SBNM;BR;GEL
FGMY;GQ;GEM
SYCJ;GY;GEO
MUNG;CU;GER
RPMR;PH;GES
YGEL;AU;GET
ESNG;SE;GEV
GEW;PG;GEW
YGLG;AU;GEX
KGEY;US;GEY
GFD;US;GFD
YGNF;AU;GFE
YGTH;AU;GFF
KGFK;US;GFK
KGFL;US;GFL
YGFN;AU;GFN
SYBT;GY;GFO
LFRF;FR;GFR
FYGF;NA;GFY
AO-GGC;AO;GGC
FNBL;AO;GGC
YGDS;AU;GGD
KGGE;US;GGE
KGGG;US;GGG
SK-193;CO;GGL
HKKG;KE;GGM
DIGA;CI;GGN
DIGL;CI;GGO
HCMW;SO;GGR
SAWR;AR;GGS
MYEF;BS;GGT
KGGW;US;GGW
DAUG;DZ;GHA
MYEM;BS;GHB
MYBG;BS;GHC
GHE;PA;GHE
EDQG;DE;GHF
KGHM;US;GHM
ZUGH;CN;GHN
HLGT;LY;GHT
SAAG;AR;GHU
LXGB;GI;GIB
YBOI;AU;GIC
HBBE;BI;GID
KGIF;US;GIF
SBGL;BR;GIG
GUSI;GN;GII
OPGT;PK;GIL
SKGI;CO;GIR
NZGS;NZ;GIS
TZ-GIT;TZ;GIT
VCCS;LK;GIU
FAGI;ZA;GIY
OEGN;SA;GIZ
MHNJ;HN;GJA
DAAV;DZ;GJL
SBGM;BR;GJM
BIGJ;IS;GJR
KGJT;US;GJT
AYGA;PG;GKA
LT86;TR;GKD
ETNG;DE;GKE
VNGK;NP;GKH
VRMO;MV;GKK
YGKL;AU;GKL
PAGK;US;GKN
KGKT;US;GKT
EGPF;GB;GLA
KP13;US;GLB
ET-GLC;ET;GLC
KGLD;US;GLD
KGLE;US;GLE
MRGF;CR;GLF
YGLE;AU;GLG
KGLH;US;GLH
YGLI;AU;GLI
HCMR;SO;GLK
ENKL;NO;GLL
YGLO;AU;GLM
MA-GLN;MA;GLN
EGBJ;GB;GLO
GLP;PG;GLP
KGLR;US;GLR
KGLS;US;GLS
YGLA;AU;GLT
VQGP;BT;GLU
PAGL;US;GLV
KGLW;US;GLW
WAMA;ID;GLX
EHGR;NL;GLZ
FZFK;CD;GMA
HAGM;ET;GMB
GMMB;MA;GMD
UMGG;BY;GME
PG-GMI;PG;GMI
UKKM;UA;GML
FCOG;CG;GMM
NZGM;NZ;GMN
NG-0003;NG;GMO
RKSS;KR;GMP
GMQ;CN;GMQ
NTGJ;PF;GMR
SNYW;BR;GMS
GSZ;US;GMT
KGMU;US;GMU
UT25;US;GMV
GCGM;ES;GMZ
UMMG;BY;GNA
LFLS;FR;GNB
TGPY;GD;GND
K2O1;US;GNF
KGNG;US;GNG
RCGI;TW;GNI
SNGI;BR;GNM
HAGH;ET;GNN
SAHR;AR;GNR
WIMB;ID;GNS
KGNT;US;GNT
GNU;US;GNU
KGNV;US;GNV
LTCS;TR;GNY
FBGZ;BW;GNZ
LIMJ;IT;GOA
HAGB;ET;GOB
GOC;PG;GOC
PG-0011;PG;GOE
FYGB;NA;GOG
BGGH;GL;GOH
VAGO;IN;GOI
UWGG;RU;GOJ
KGOK;US;GOK
K4S1;US;GOL
FZNA;CD;GOM
KGON;US;GON
YGDI;AU;GOO
VEGK;IN;GOP
ZLGM;CN;GOQ
HAGR;ET;GOR
ESGG;SE;GOT
FKKR;CM;GOU
YPGV;AU;GOV
LBGO;BG;GOZ
LGRX;GR;GPA
SBGU;BR;GPB
YGON;AU;GPD
SKGP;CO;GPI
MRGP;CR;GPL
YGPT;AU;GPN
SAZG;AR;GPO
SEGS;EC;GPS
KGPT;US;GPT
KGPZ;US;GPZ
KGQQ;US;GQQ
KGRB;US;GRB
GRC;LR;GRC
KGRD;US;GRD
KGRE;US;GRE
KGRF;US;GRF
OAKA;AF;GRG
KGRI;US;GRI
FAGG;ZA;GRJ
KGRK;US;GRK
AYGG;PG;GRL
KCKC;US;GRM
KGRN;US;GRN
LEGE;ES;GRO
SWGI;BR;GRP
EHGG;NL;GRQ
KGRR;US;GRR
LIRS;IT;GRS
PK-GRT;PK;GRT
SBGR;BR;GRU
RU-0035;RU;GRV
LPGR;PT;GRW
LEGR;ES;GRX
BIGR;IS;GRY
LOWG;AT;GRZ
WBKN;MY;GSA
KGSB;US;GSB
YGSC;AU;GSC
ESGP;SE;GSE
KGSH;US;GSH
SOGS;GF;GSI
MGSJ;GT;GSJ
CFA7;CA;GSL
IR-GSM;IR;GSM
YMGN;AU;GSN
KGSO;US;GSO
KGSP;US;GSP
HEOW;EG;GSQ
HCMG;SO;GSR
FASE;ZA;GSS
PAGS;US;GST
HSGF;SD;GSU
SO-GTA;SB;GTA
YGTE;AU;GTE
KGTF;US;GTF
KGTG;US;GTG
EDCG;DE;GTI
MY-GTK;MY;GTK
NZGT;NZ;GTN
WAMG;ID;GTO
K3S8;US;GTP
KGTR;US;GTR
YGDW;AU;GTS
YGTN;AU;GTT
KW05;US;GTY
GTZ;TZ;GTZ
MGGT;GT;GUA
MMGR;MX;GUB
KGUC;US;GUC
GAGM;ML;GUD
GUE;PG;GUE
KJKA;US;GUF
AYGF;PG;GUG
YGDH;AU;GUH
SVGI;VE;GUI
SBGW;BR;GUJ
YGLB;AU;GUL
PGUM;GU;GUM
MHJI;HN;GUO
KGUP;US;GUP
SVGU;VE;GUQ
AYGN;PG;GUR
KGUS;US;GUS
BIGF;IS;GUU
AYML;PG;GUV
UATG;KZ;GUW
VAGN;IN;GUX
KGUY;US;GUY
SNGA;BR;GUZ
LSGG;CH;GVA
GVE;US;GVE
PG-GVI;PG;GVI
KGVL;US;GVL
UHKM;RU;GVN
YGNV;AU;GVP
SBGV;BR;GVR
KGVT;US;GVT
ESSK;SE;GVX
VYGW;MM;GWA
OPGD;PK;GWD
FVTL;ZW;GWE
VIGR;IN;GWL
KGWO;US;GWO
KGWS;US;GWS
EDXW;DE;GWT
WV66;US;GWV
EICM;IE;GWY
OYSY;YE;GXF
FNNG;AO;GXG
ZLXH;CN;GXH
SCCY;CL;GXQ
FKKJ;CM;GXX
KGXY;US;GXY
SLGY;BO;GYA
UBBB;AZ;GYD
SEGU;EC;GYE
UEMM;RU;GYG
HRYG;RW;GYI
YARG;AU;GYL
MMGM;MX;GYM
SBGO;BR;GYN
YGYM;AU;GYP
KGYR;US;GYR
ZUGU;CN;GYS
ZLGY;CN;GYU
KGYY;US;GYY
OAGN;AF;GZI
AGGN;SB;GZO
LTGP;TR;GZP
LTAJ;TR;GZT
OIIK;IR;GZW
ENHK;NO;HAA
KHAB;US;HAB
RJTH;JP;HAC
ESMT;SE;HAD
KHAF;US;HAF
FMCH;KM;HAH
KHAI;US;HAI
EDDV;DE;HAJ
ZJHK;CN;HAK
FYHI;NA;HAL
EDDH;DE;HAM
VVNB;VN;HAN
KHAO;US;HAO
VRMH;MV;HAQ
KCXY;US;HAR
OEHL;SA;HAS
YHTL;AU;HAT
ENHD;NO;HAU
MUHA;CU;HAV
EGFE;GB;HAW
HAY;US;HAY
HAZ;PG;HAZ
YMHB;AU;HBA
NM83;US;HBB
AYHB;PG;HBD
HEBA;EG;HBE
KHBG;US;HBG
2Z1;US;HBH
KP14;US;HBK
KHBR;US;HBR
HBT;LK;HBT
ZMBS;MN;HBU
VAHB;IN;HBX
KBPG;US;HCA
K1B1;US;HCC
ZGHC;CN;HCJ
HCME;SO;HCM
RCKW;TW;HCN
YHLC;AU;HCQ
PAHC;US;HCR
KCQW;US;HCW
OPKD;PK;HDD
KHDE;US;HDE
EDAH;DE;HDF
ZBHD;CN;HDG
PHDH;US;HDH
OIHH;IR;HDM
KHDN;US;HDN
OIKP;IR;HDR
FAHS;ZA;HDS
VTSS;TH;HDY
OAHR;AF;HEA
MM-0002;MM;HEB
AK33;US;HED
KHEE;US;HEE
HSHG;SD;HEG
VYHH;MM;HEH
EDXB;DE;HEI
ZYHE;CN;HEK
EFHK;FI;HEL
EFHF;FI;HEM
HEO;PG;HEO
LGIR;GR;HER
KHRI;US;HES
ZBHH;CN;HET
KHEZ;US;HEZ
LLHA;IL;HFA
KHFD;US;HFD
ZSOF;CN;HFE
KHFF;US;HFF
BIHN;IS;HFN
ESOH;SE;HFS
ENHF;NO;HFT
HCMH;SO;HGA
YHUG;AU;HGD
SVHG;VE;HGE
ZSHC;CN;HGH
HSFA;SS;HGI
EDXH;DE;HGL
VTCH;TH;HGN
DIKO;CI;HGO
KHGR;US;HGR
GFHA;SL;HGS
AYMH;PG;HGU
2AK6;US;HGZ
RJSH;JP;HHE
KHXD;US;HHH
PHHI;US;HHI
EDFH;DE;HHN
VTPH;TH;HHQ
KHHR;US;HHR
NTGH;PF;HHZ
HIA;CN;HIA
KHIB;US;HIB
YHID;AU;HID
KHIE;US;HIE
KHIF;US;HIF
YHHY;AU;HIG
KHII;US;HII
RJOA;JP;HIJ
HIL;ET;HIL
VCCH;LK;HIM
RKPS;KR;HIN
KHIO;US;HIO
YHDY;AU;HIP
AGGH;SB;HIR
AU-HIS;AU;HIS
AYHO;PG;HIT
RJBH;JP;HIW
ZGCJ;CN;HJJ
VAKJ;IN;HJR
ZMHU;MN;HJT
KHKA;US;HKA
HKB;US;HKB
RJCH;JP;HKD
VHHH;HK;HKG
NZHK;NZ;HKK
AYHK;PG;HKN
KHKS;US;HKS
VTSP;TH;HKT
BG-HKV;BG;HKV
KHKY;US;HKY
FALA;ZA;HLA
KHLB;US;HLB
KHLC;US;HLC
ZBLA;CN;HLD
FHSH;SH;HLE
ESSF;SE;HLF
KHLG;US;HLG
ZBUL;CN;HLH
CVH;US;HLI
YHIL;AU;HLL
KHLM;US;HLM
KHLN;US;HLN
BIID;IS;HLO
WIHH;ID;HLP
KHLR;US;HLR
YSTH;AU;HLS
YHML;AU;HLT
NWWH;NC;HLU
AU-HLV;AU;HLV
FAHL;ZA;HLW
NZHN;NZ;HLZ
USHH;RU;HMA
HEMK;EG;HMB
DAUH;DZ;HME
YHMB;AU;HMG
ZWHM;CN;HMI
UKLH;UA;HMJ
KHMN;US;HMN
MMHO;MX;HMO
ENHA;NO;HMR
KHMT;US;HMT
ESUT;SE;HMV
RKTP;KR;HMY
RJSI;JP;HNA
KHNB;US;HNB
KHSE;US;HNC
RJTT;JP;HND
HNE;US;HNE
PAOH;US;HNH
AYHE;PG;HNI
PHNL;US;HNL
PHHN;US;HNM
AYHH;PG;HNN
PAHN;US;HNS
ZGHY;CN;HNY
HKHO;KE;HOA
KHOB;US;HOB
AYOK;PG;HOC
OYHD;YE;HOD
VLHS;LA;HOE
OEAH;SA;HOF
MUHG;CU;HOG
LOIH;AT;HOH
NTTO;PF;HOI
YHOO;AU;HOK
PAHO;US;HOM
KHON;US;HON
HOO;VN;HOO
KHOP;US;HOP
EDQM;DE;HOQ
LPHR;PT;HOR
SAHC;AR;HOS
KHOT;US;HOT
KHOU;US;HOU
ENOV;NO;HOV
VYHL;MM;HOX
NFTL;TO;HPA
PAHP;US;HPB
YHPV;AU;HPE
ZHSN;CN;HPG
VVCI;VN;HPH
KHPN;US;HPN
KHPT;US;HPT
HI01;US;HPV
KHPY;US;HPY
KHQM;US;HQM
PK-HRA;PK;HRA
ZYHB;CN;HRB
HRC;KZ;HRC
FVHA;ZW;HRE
HEGN;EG;HRG
VCRI;LK;HRI
UKHH;UA;HRK
KHRL;US;HRL
DAFH;DZ;HRM
KHRO;US;HRO
SK-422;CO;HRR
FAHR;ZA;HRS
EGXU;GB;HRT
YHBY;AU;HRY
SSHZ;BR;HRZ
KHSB;US;HSB
CN-0079;CN;HSC
RJFS;JP;HSG
KHND;US;HSH
KHSI;US;HSI
HSJ;CN;HSJ
LEHC;ES;HSK
PAHL;US;HSL
YHSM;AU;HSM
ZSZS;CN;HSN
KHSP;US;HSP
VIHR;IN;HSS
KHST;US;HST
KHSV;US;HSV
RCPO;TW;HSZ
UIAA;RU;HTA
UOHH;RU;HTG
KHTH;US;HTH
YBHM;AU;HTI
KHTL;US;HTL
HTM;MN;HTM
ZWTN;CN;HTN
KHTO;US;HTO
RORH;JP;HTR
KHTS;US;HTS
ZLHX;CN;HTT
YHPN;AU;HTU
KUTS;US;HTV
KHTW;US;HTW
LTDA;TR;HTY
SKHC;CO;HTZ
KHUA;US;HUA
YHBR;AU;HUB
PR-HUC;PR;HUC
K0K7;US;HUD
HAHU;ET;HUE
KHUF;US;HUF
MGHT;GT;HUG
NTTH;PF;HUH
VVPB;VN;HUI
KHHW;US;HUJ
BW-HUK;BW;HUK
KHUL;US;HUL
KHUM;US;HUM
RCYU;TW;HUN
ZBHZ;CN;HUO
HLON;LY;HUQ
PAHU;US;HUS
KHUT;US;HUT
SPNC;PE;HUU
SWHT;BR;HUW
MMBT;MX;HUX
EGNJ;GB;HUY
CN-0068;CN;HUZ
FMNL;MG;HVA
YHBA;AU;HVB
ZMKD;MN;HVD
KHVE;US;HVE
ENHV;NO;HVG
BIHK;IS;HVK
BIHV;IS;HVM
KHVN;US;HVN
KHVR;US;HVR
KHVS;US;HVS
HWA;PG;HWA
KHWD;US;HWD
YHAW;AU;HWK
FVWN;ZW;HWN
KHWO;US;HWO
ZLDL;CN;HXD
YHAY;AU;HXX
KHYA;US;HYA
EGTB;GB;HYC
VOHS;IN;HYD
PG-HYF;PG;HYF
PAHY;US;HYG
HYL;US;HYL
ZSLQ;CN;HYN
KHYR;US;HYR
KHYS;US;HYS
EFHV;FI;HYV
LFQT;FR;HZB
ZLHZ;CN;HZG
ZUNP;CN;HZH
BIHU;IS;HZK
KHZL;US;HZL
CYNR;CA;HZP
ZA-0094;ZA;HZV
UOII;RU;IAA
KIAB;US;IAB
KIAD;US;IAD
KIAG;US;IAG
KIAH;US;IAH
AYIU;PG;IAL
DAUZ;DZ;IAM
PAIK;US;IAN
RPNS;PH;IAO
UUDL;RU;IAR
LRIA;RO;IAS
DNIB;NG;IBA
SEII;EC;IBB
SKIB;CO;IBE
IBI;PG;IBI
IBL;MZ;IBL
MZ-0012;MZ;IBO
SPBR;PE;IBP
RJAH;JP;IBR
LEIB;ES;IBZ
SVIC;VE;ICA
SVIE;VE;ICC
NFCI;FJ;ICI
SMNI;SR;ICK
KICL;US;ICL
RKSI;KR;ICN
ICO;PH;ICO
MUNC;CU;ICR
KU70;US;ICS
KICT;US;ICT
19AK;US;ICY
KIDA;US;IDA
ESUE;SE;IDB
FZCB;CD;IDF
KS80;US;IDH
KIDI;US;IDI
YIDK;AU;IDK
IDN;PG;IDN
SWIY;BR;IDO
KIDP;US;IDP
VAID;IN;IDR
LFEY;FR;IDY
EPZG;PL;IEG
RORE;JP;IEJ
EDAU;DE;IES
UKKK;UA;IEV
KIFA;US;IFA
YIFY;AU;IFF
OIFE;IR;IFH
BIIS;IS;IFJ
YIFL;AU;IFL
OIFM;IR;IFN
UKLI;UA;IFO
KIFP;US;IFP
VREI;MV;IFU
MYIG;BS;IGA
SAVJ;AR;IGB
TR-0026;TR;IGD
FOOI;GA;IGE
PAIG;US;IGG
YIGM;AU;IGH
LTBL;TR;IGL
KIGM;US;IGM
SKIG;CO;IGO
SARI;AR;IGR
ETSI;DE;IGS
URMS;RU;IGT
SBFI;BR;IGU
FQIA;MZ;IHC
OYQN;YE;IHN
FMSI;MG;IHO
OIZI;IR;IHR
PG-IHU;PG;IHU
EIMN;IE;IIA
OICI;IR;IIL
PG-IIS;PG;IIS
USII;RU;IJK
SSIJ;BR;IJU
OIIE;IR;IKA
KUKF;US;IKB
RJDB;JP;IKI
KIKK;US;IKK
FZGV;CD;IKL
PAKO;US;IKO
YIKM;AU;IKP
UEST;RU;IKS
UIII;RU;IKT
UAFL;KG;IKU
WABL;ID;ILA
LEDA;ES;ILD
KILE;US;ILE
CZBD;CA;ILF
KILG;US;ILG
PAIL;US;ILI
FMMQ;MG;ILK
BDH;US;ILL
KILM;US;ILM
KILN;US;ILN
RPVI;PH;ILO
NWWE;NC;ILP
SPLO;PE;ILQ
DNIL;NG;ILR
HKKL;KE;ILU
EGPI;GB;ILY
LZZI;SK;ILZ
IMA;PG;IMA
SYIB;GY;IMB
AYIO;PG;IMD
VEIM;IN;IMF
IMG;MZ;IMG
N20;MH;IMI
VNST;NP;IMK
KIML;US;IML
KIMM;US;IMM
AYII;PG;IMN
FEFZ;CF;IMO
SBIZ;BR;IMP
OITU;IR;IMQ
KIMT;US;IMT
UUYI;RU;INA
BZ-INB;BZ;INB
CN-0010;CN;INC
KIND;US;IND
INE;MZ;INE
DATG;DZ;INF
FQIN;MZ;INH
LYNI;RS;INI
YINJ;AU;INJ
KINK;US;INK
KINL;US;INL
YINN;AU;INM
LOWI;AT;INN
FZBA;CD;INO
EIIR;IE;INQ
KINS;US;INS
KINT;US;INT
ANYN;NR;INU
EGPE;GB;INV
KINW;US;INW
WASI;ID;INX
ZA-0097;ZA;INY
DAUI;DZ;INZ
LGIO;GR;IOA
IOK;PG;IOK
EGNS;IM;IOM
FCOI;CG;ION
IOP;PG;IOP
EIIM;IE;IOR
SBIL;BR;IOS
NWWO;NC;IOU
KIOW;US;IOW
NVVI;VU;IPA
SCIP;CL;IPC
RPMV;PH;IPE
SWII;BR;IPG
WMKI;MY;IPH
SKIP;CO;IPI
KIPL;US;IPL
SBIP;BR;IPN
KIPT;US;IPT
SNIU;BR;IPU
ORAA;IQ;IQA
ZWCM;CN;IQM
ZLQY;CN;IQN
SCDA;CL;IQQ
SPQT;PE;IQT
AGGK;SB;IRA
K2F0;US;IRB
PACR;US;IRC
VGIS;BD;IRD
SNIC;BR;IRE
YLHR;AU;IRG
HTIR;TZ;IRI
SANL;AR;IRJ
KIRK;US;IRK
USHI;RU;IRM
MHIR;HN;IRN
FEFI;CF;IRO
FZJH;CD;IRP
KIRS;US;IRS
IRU;LK;IRU
SWTP;BR;IRZ
YBMA;AU;ISA
PK-0001;PK;ISB
EGHE;GB;ISC
SK-367;CO;ISD
LTFC;TR;ISE
ISG;JP;ISG
YISF;AU;ISI
MMIM;MX;ISJ
VAOZ;IN;ISK
LTBA;TR;ISL
KISM;US;ISM
KISN;US;ISN
KISO;US;ISO
KISP;US;ISP
KISQ;US;ISQ
KIWI;US;ISS
TR-0043;TR;IST
ORSU;IQ;ISU
KISW;US;ISW
SBIC;BR;ITA
SBIH;BR;ITB
SNZW;BR;ITE
KITH;US;ITH
SNYH;BR;ITI
ITK;PG;ITK
RJOO;JP;ITM
PHTO;US;ITO
SDUN;BR;ITP
SSIQ;BR;ITQ
SBIT;BR;ITR
UHSI;RU;ITU
D38;US;IUA
NIUE;NU;IUE
ID-IUL;ID;IUL
FMNZ;MG;IVA
NZNV;NZ;IVC
LYBR;ME;IVG
IVI;PA;IVI
EFIV;FI;IVL
YIVL;AU;IVR
YINW;AU;IVW
UUBI;RU;IWA
KIWD;US;IWD
RJOW;JP;IWJ
RJOI;JP;IWK
RJAW;JP;IWO
KIWS;US;IWS
VEAT;IN;IXA
VEBD;IN;IXB
VICG;IN;IXC
VIAL;IN;IXD
VOML;IN;IXE
VABM;IN;IXG
VEKR;IN;IXH
VELR;IN;IXI
VIJU;IN;IXJ
VAKS;IN;IXK
VILH;IN;IXL
VOMD;IN;IXM
VEKW;IN;IXN
VIPK;IN;IXP
VEKM;IN;IXQ
VERC;IN;IXR
VEKU;IN;IXS
VEPG;IN;IXT
VAAU;IN;IXU
VEAN;IN;IXV
VEJS;IN;IXW
VAKE;IN;IXY
VOPB;IN;IXZ
KIYK;US;IYK
SDZY;BR;IZA
SBZM;BR;IZA
RJOC;JP;IZO
MMIT;MX;IZT
OAJL;AF;JAA
YJAB;AU;JAB
KJAC;US;JAC
YPJT;AU;JAD
SPJE;PE;JAE
VCCJ;LK;JAF
OPJA;PK;JAG
VIJP;IN;JAI
MTJA;HT;JAK
MMJA;MX;JAL
BG-JAM;BG;JAM
KJAN;US;JAN
MRCH;CR;JAP
PG-JAQ;PG;JAQ
OISJ;IR;JAR
KJAS;US;JAS
MH-JAT;MH;JAT
SPJJ;PE;JAU
BGJN;GL;JAV
KJAX;US;JAX
ID-0006;ID;JBB
MDJB;DO;JBQ
KJBR;US;JBR
Z59;US;JBT
SSJA;BR;JCB
KIXD;US;JCI
YJLC;AU;JCK
SNJB;BR;JCM
SBEK;BR;JCR
KJCT;US;JCT
0TE7;US;JCY
KGCD;US;JDA
SBJF;BR;JDF
RKPD;KR;JDG
VIJO;IN;JDH
KJDN;US;JDN
SBJU;BR;JDO
SNJR;BR;JDR
ZSJD;CN;JDZ
OEJN;SA;JED
MTJE;HT;JEE
KJEF;US;JEF
BGAA;GL;JEG
MH-JEJ;MH;JEJ
FLJK;ZM;JEK
SNJK;BR;JEQ
EGJJ;JE;JER
KJFK;US;JFK
KHZY;US;JFN
BGPT;GL;JFR
VAJM;IN;JGA
IN-JGB;IN;JGB
JGD;CN;JGD
ZLJQ;CN;JGN
CN-0081;CN;JGS
WMKJ;MY;JHB
ZPJH;CN;JHG
CAL4;CA;JHL
PHJH;US;JHM
YSHR;AU;JHQ
BGSS;GL;JHS
KJHW;US;JHW
SWJN;BR;JIA
HDAM;DJ;JIB
JIC;CN;JIC
HAJJ;ET;JIJ
LGIK;GR;JIK
ZYJL;CN;JIL
HAJM;ET;JIM
HUJI;UG;JIN
JIO;ID;JIO
SEJI;EC;JIP
JIQ;CN;JIQ
VNJI;NP;JIR
ZSJJ;CN;JIU
OPJI;PK;JIW
JJD;BR;JJD
SBJA;BR;JJG
SPJI;PE;JJI
KE-0060;KE;JJM
ZSQZ;CN;JJN
ESGJ;SE;JKG
LGHI;GR;JKH
LGKY;GR;JKL
VNJP;NP;JKR
KJSO;US;JKV
JLA;US;JLA
KJLN;US;JLN
VAJB;IN;JLR
SDJL;BR;JLS
AO-JMB;AO;JMB
ZPJM;CN;JMJ
LGMK;GR;JMK
VNJS;NP;JMO
KJMS;US;JMS
ZYJM;CN;JMU
SNJN;BR;JNA
FAOR;ZA;JNB
JNB;ZA;JNB
FAJS;ZA;JNB
ZLJN;CN;JNG
SAAJ;AR;JNI
OOJA;OM;JNJ
PAJN;US;JNU
LGNX;GR;JNX
ZYJZ;CN;JNZ
EFJO;FI;JOE
WARJ;ID;JOG
FAPJ;ZA;JOH
SBJV;BR;JOI
CDL7;CA;JOJ
UWKJ;RU;JOK
RPMJ;PH;JOL
HTNJ;TZ;JOM
JOP;PG;JOP
DNJO;NG;JOS
KJOT;US;JOT
SBJP;BR;JPA
SWJI;BR;JPR
BGUQ;GL;JQA
MPJE;PA;JQE
PHJR;US;JRF
VEJT;IN;JRH
SWJU;BR;JRN
HTKJ;TZ;JRO
VIJR;IN;JSA
LGST;GR;JSH
LGSK;GR;JSI
ZYJS;CN;JSJ
OIZJ;IR;JSK
SAWS;AR;JSM
VGJR;BD;JSR
KJST;US;JST
BGMQ;GL;JSU
LGSO;GR;JSY
SJTC;BR;JTC
SWJW;BR;JTI
LGSR;GR;JTR
LGPL;GR;JTY
SIZX;BR;JUA
HSSJ;SS;JUB
JUH;CN;JUH
EDWJ;DE;JUI
SASJ;AR;JUJ
SPJL;PE;JUL
VNJL;NP;JUM
YJDA;AU;JUN
SK-008;CO;JUO
YJNB;AU;JUR
MHJU;HN;JUT
BGUK;GL;JUV
ZSJU;CN;JUZ
FMMK;MG;JVA
K47N;US;JVI
KJVL;US;JVL
FBJW;BW;JWA
OITZ;IR;JWN
ZYJX;CN;JXA
KJXN;US;JXN
OIKJ;IR;JYR
EFJY;FI;JYV
ZUJZ;CN;JZH
FLKS;ZM;KAA
FVKB;ZW;KAB
OSKL;SY;KAC
DNKA;NG;KAD
KAE;US;KAE
KAF;PG;KAF
RKNN;KR;KAG
PKSA;GY;KAI
EFKI;FI;KAJ
PAKV;US;KAL
OYKM;YE;KAM
DNKN;NG;KAN
EFKS;FI;KAO
FZSK;CD;KAP
KAQ;PG;KAQ
SYKM;GY;KAR
FYKB;NA;KAS
NZKT;NZ;KAT
EFKA;FI;KAU
SVKA;VE;KAV
VYKT;MM;KAW
YKBR;AU;KAX
NFNW;FJ;KAY
WAMK;ID;KAZ
GFKB;SL;KBA
YKIR;AU;KBB
Z91;US;KBC
AU-KBD;AU;KBD
KBE;US;KBE
ID-KBF;ID;KBF
OPKL;PK;KBH
FKKB;CM;KBI
YKCA;AU;KBJ
OAKB;AF;KBL
KBM;PG;KBM
FZWT;CD;KBN
FZRM;CD;KBO
UKBB;UA;KBP
FWKG;MW;KBQ
WMKC;MY;KBR
GFBO;SL;KBS
MH-KBT;MH;KBT
WAOK;ID;KBU
VTSG;TH;KBV
Z78;US;KBW
ID-KBX;ID;KBX
YKBY;AU;KBY
NZKI;NZ;KBZ
ZWKC;CN;KCA
SR-KCB;SR;KCB
KCC;US;KCC
ID-KCD;ID;KCD
YCSV;AU;KCE
PK-KCF;PK;KCF
WBGG;MY;KCH
ID-KCI;TL;KCI
AYOQ;PG;KCJ
